,BTC,ETH
29026477,8213834000,205953000
29026478,8208644000,205763600
29026479,8207344000,205682100
29026480,8202014000,205609400
29026481,8194484000,205580800
29026482,8203944000,205797100
29026483,8204644000,205942000
29026484,8208974000,206107300
29026485,8212274000,206290500
29026486,8206194000,206275800
29026487,8206274000,206281500
29026488,8205684000,206255300
29026489,8210794000,206393800
29026490,8213604000,206478100
29026491,8223974000,206757400
29026492,8225626000,206724900
29026493,8222054000,206516200
29026494,8226094000,206572400
29026495,8230384000,206752800
29026496,8230974000,206758700
29026497,8233154000,206796400
29026498,8230974000,206854300
29026499,8228724000,206786100
29026500,8227534000,206754800
29026501,8240974000,207090700
29026502,8243574000,207326100
29026503,8251884000,207553300
29026504,8260094000,207923600
29026505,8255074000,207625300
29026506,8249614000,207400100
29026507,8239872000,207237900
29026508,8236484000,207150700
29026509,8241294000,207291300
29026510,8246394000,207444600
29026511,8235114000,207139700
29026512,8222982000,206947600
29026513,8220184000,206973100
29026514,8225284000,207094800
29026515,8224360000,207032000
29026516,8220964000,206875000
29026517,8223894000,206992400
29026518,8238923000,207429800
29026519,8231184000,207271700
29026520,8224564000,207122200
29026521,8219084000,206861300
29026522,8216424000,206776300
29026523,8213984000,206699300
29026524,8218044000,206696700
29026525,8210774000,206527300
29026526,8209528000,206525000
29026527,8210124000,206585900
29026528,8209984000,206671800
29026529,8208374000,206565100
29026530,8203854000,206564000
29026531,8211344000,206672800
29026532,8214884000,206879000
29026533,8214744000,206654200
29026534,8216733000,206654400
29026535,8217214000,206806800
29026536,8211634000,206777300
29026537,8218004000,206989100
29026538,8224404000,207284600
29026539,8219674000,207145700
29026540,8224594000,207260100
29026541,8225224000,207214900
29026542,8221374000,207107500
29026543,8220014000,207205600
29026544,8220654000,207208200
29026545,8220574000,207167700
29026546,8220484000,207189900
29026547,8223974000,207326800
29026548,8214184000,206948600
29026549,8218854000,207001600
29026550,8223994000,207195800
29026551,8219674000,207107400
29026552,8221400000,207292700
29026553,8229754000,207569200
29026554,8231444000,207634600
29026555,8226144000,207565800
29026556,8219244000,207454300
29026557,8222554000,207526000
29026558,8227484000,207658500
29026559,8226744000,207656600
29026560,8233974000,207819400
29026561,8231914000,207687700
29026562,8223254000,207533300
29026563,8220484000,207335200
29026564,8211904000,207130000
29026565,8205896000,206902000
29026566,8204474000,206863600
29026567,8206644000,206913100
29026568,8204994000,206769700
29026569,8205014000,206818600
29026570,8207514000,206915400
29026571,8198514000,206675600
29026572,8203694000,206943200
29026573,8202914000,207030200
29026574,8209664000,207148100
29026575,8211484000,207141200
29026576,8203884000,206835100
29026577,8196214000,206685400
29026578,8195674000,206711800
29026579,8199064000,206709700
29026580,8195144000,206634500
29026581,8192844000,206722000
29026582,8179714000,206471500
29026583,8169704000,206348900
29026584,8179784000,206520600
29026585,8190794000,206738600
29026586,8187774000,206628500
29026587,8190314000,206530300
29026588,8194874000,206569600
29026589,8199224000,206750000
29026590,8189554000,206424200
29026591,8184024000,206192500
29026592,8183724000,206120900
29026593,8170574000,206080000
29026594,8175774000,205920200
29026595,8177384000,205984800
29026596,8176409000,205796300
29026597,8155154000,205453400
29026598,8136664000,205029900
29026599,8125964000,205086100
29026600,8138234000,205330100
29026601,8146264000,205956600
29026602,8129034000,205819100
29026603,8132794000,205840800
29026604,8142654000,205859500
29026605,8148824000,206413500
29026606,8146974000,206522200
29026607,8159584000,206633100
29026608,8151364000,206368200
29026609,8142684000,206408100
29026610,8151184000,206640200
29026611,8156254000,206958600
29026612,8146924000,206891900
29026613,8144484000,206792600
29026614,8141164000,206525500
29026615,8128042000,206254400
29026616,8124924000,206110200
29026617,8120644000,206199300
29026618,8128754000,206306800
29026619,8131444000,206382300
29026620,8142194000,206692700
29026621,8155074000,207154900
29026622,8157444000,207238500
29026623,8150904000,207036300
29026624,8156894000,207105500
29026625,8162744000,207193900
29026626,8176864000,207371700
29026627,8174754000,207523000
29026628,8168974000,207429000
29026629,8166584000,207315700
29026630,8164784000,207313900
29026631,8173974000,207593000
29026632,8172034000,207740400
29026633,8177684000,207884900
29026634,8189884000,208591600
29026635,8202804000,209224800
29026636,8238304000,210260500
29026637,8284774000,212712700
29026638,8306364000,214316600
29026639,8305944000,213419500
29026640,8310984000,213309800
29026641,8323804000,213878400
29026642,8345564000,214318100
29026643,8360574000,214238000
29026644,8361484000,214296500
29026645,8364084000,214117900
29026646,8356604000,213649400
29026647,8332144000,212981500
29026648,8328234000,212840600
29026649,8318684000,212923800
29026650,8292264000,212215200
29026651,8291484000,211946700
29026652,8287074000,211857100
29026653,8283043000,212113800
29026654,8298624000,212154600
29026655,8284134000,212032300
29026656,8293654000,212079300
29026657,8292294000,212041600
29026658,8280314000,211656200
29026659,8251824000,210876900
29026660,8258984000,211173900
29026661,8248464000,210977900
29026662,8268384000,211335900
29026663,8275674000,211402300
29026664,8270674000,211394600
29026665,8276974000,211480400
29026666,8270990000,211490100
29026667,8289064000,212225600
29026668,8280714000,211775400
29026669,8277343000,211595700
29026670,8265184000,211223500
29026671,8262984000,211005900
29026672,8249474000,210784200
29026673,8251804000,210874400
29026674,8230184000,210448000
29026675,8234424000,210187200
29026676,8211184000,209163000
29026677,8230574000,210001200
29026678,8230984000,209928500
29026679,8245424000,210314000
29026680,8240434000,210354700
29026681,8237224000,210042500
29026682,8236784000,210011200
29026683,8242564000,210194700
29026684,8254714000,210603100
29026685,8260334000,210761400
29026686,8245604000,210194300
29026687,8246714000,210454300
29026688,8248974000,210588200
29026689,8240414000,210272500
29026690,8227635000,210085300
29026691,8233974000,210116900
29026692,8228984000,209984800
29026693,8225384000,209659500
29026694,8217502000,209470100
29026695,8224774000,209459300
29026696,8221444000,209376100
29026697,8222984000,209233300
29026698,8231364000,209597700
29026699,8231984000,209474300
29026700,8217784000,209013400
29026701,8206734000,208495400
29026702,8222304000,208972700
29026703,8200205000,208477700
29026704,8207864000,208654900
29026705,8193998000,208431200
29026706,8182694000,208259300
29026707,8175744000,208096100
29026708,8174984000,208255600
29026709,8181134000,208464900
29026710,8189574000,208634500
29026711,8178234000,208510200
29026712,8188284000,208773500
29026713,8192164000,208701100
29026714,8187834000,208602900
29026715,8192358000,208703900
29026716,8192594000,208712700
29026717,8199164000,208985900
29026718,8196484000,208956200
29026719,8200074000,208936500
29026720,8205364000,209122300
29026721,8199054000,208830900
29026722,8200964000,208900200
29026723,8196724000,208900500
29026724,8188974000,208808400
29026725,8195254000,209058600
29026726,8184574000,208702300
29026727,8193984000,209042000
29026728,8200194000,209225500
29026729,8197314000,209228900
29026730,8200434000,209320000
29026731,8209754000,209553200
29026732,8215504000,209914200
29026733,8214624000,210132800
29026734,8224944000,210343800
29026735,8212444000,209845200
29026736,8222774000,209987500
29026737,8224974000,210118200
29026738,8225044000,210213400
29026739,8222924000,210103300
29026740,8237764000,210671000
29026741,8233524000,210472900
29026742,8236984000,210614700
29026743,8234714000,210492400
29026744,8230714000,210437600
29026745,8216974000,210267900
29026746,8228324000,210654000
29026747,8224104000,210500000
29026748,8224394000,210652400
29026749,8220924000,210483000
29026750,8224674000,210574800
29026751,8224737000,210653500
29026752,8222234000,210522900
29026753,8209104000,210131800
29026754,8212304000,210400800
29026755,8215884000,210334100
29026756,8220584000,210451200
29026757,8225444000,210602800
29026758,8232604000,210851900
29026759,8227914000,210762700
29026760,8233974000,210926400
29026761,8240454000,211331300
29026762,8239563000,211246400
29026763,8244244000,211176800
29026764,8249004000,211516300
29026765,8245764000,211443900
29026766,8252734000,211657200
29026767,8251714000,211495500
29026768,8251714000,211441500
29026769,8254314000,211359600
29026770,8254474000,211339700
29026771,8259524000,211352700
29026772,8250404000,211225400
29026773,8237394000,211039300
29026774,8244584000,211240500
29026775,8249174000,211487600
29026776,8254304000,211971100
29026777,8252964000,211873300
29026778,8246384000,211667300
29026779,8245564000,211723200
29026780,8247904000,211817300
29026781,8244164000,211606000
29026782,8248554000,211895300
29026783,8250864000,211886500
29026784,8246904000,211654000
29026785,8252264000,211943300
29026786,8256884000,211952800
29026787,8258334000,212023400
29026788,8261514000,212090000
29026789,8274024000,212316800
29026790,8267074000,212255500
29026791,8278974000,212660200
29026792,8292073000,212934200
29026793,8290474000,213078800
29026794,8315324000,213728300
29026795,8335872000,213767800
29026796,8339444000,213712700
29026797,8356637000,213723500
29026798,8356964000,213380600
29026799,8352044000,212913700
29026800,8333874000,212574600
29026801,8318034000,212452300
29026802,8342184000,212828100
29026803,8358464000,213074000
29026804,8368794000,213681900
29026805,8347524000,213257700
29026806,8319424000,212690200
29026807,8326725000,212795700
29026808,8330564000,212587700
29026809,8327554000,212466900
29026810,8328104000,212317400
29026811,8309344000,212166000
29026812,8307284000,211932500
29026813,8318444000,212004900
29026814,8311384000,211784900
29026815,8326124000,211934500
29026816,8326784000,212078600
29026817,8323054000,212282700
29026818,8319368000,212331300
29026819,8325194000,212252500
29026820,8338974000,212524100
29026821,8331464000,212574600
29026822,8327674000,212607900
29026823,8312684000,212247400
29026824,8307034000,212209100
29026825,8282684000,211551700
29026826,8292244000,211664300
29026827,8285154000,211336800
29026828,8275274000,211181800
29026829,8277644000,211152600
29026830,8283714000,211376700
29026831,8267594000,211007900
29026832,8283474000,211433200
29026833,8268664000,210998900
29026834,8260704000,210804800
29026835,8266294000,211162700
29026836,8280094000,211457500
29026837,8278284000,211590400
29026838,8286964000,211920300
29026839,8284664000,211963600
29026840,8300484000,212194800
29026841,8304994000,212484900
29026842,8310944000,212388900
29026843,8308374000,212332500
29026844,8309492000,212203000
29026845,8317374000,212382500
29026846,8327674000,212600200
29026847,8309644000,212255000
29026848,8300574000,212090600
29026849,8298044000,211963500
29026850,8312574000,212320700
29026851,8321174000,212499400
29026852,8321554000,212452500
29026853,8321020000,212480000
29026854,8334584000,212757400
29026855,8328484000,212630200
29026856,8325234000,212502900
29026857,8320244000,212444500
29026858,8322474000,212636300
29026859,8319676000,212697200
29026860,8324474000,212753700
29026861,8321264000,212769300
29026862,8318016000,212802200
29026863,8306884000,212349200
29026864,8303534000,212353200
29026865,8299614000,212338800
29026866,8291374000,212180800
29026867,8292714000,212188100
29026868,8280674000,211947600
29026869,8291444000,212321500
29026870,8290423000,212274600
29026871,8279534000,211781200
29026872,8279794000,212046000
29026873,8283984000,212225500
29026874,8294204000,212629200
29026875,8298334000,212961800
29026876,8288034000,212606300
29026877,8272910000,212184800
29026878,8262984000,211835300
29026879,8258474000,211610000
29026880,8262554000,211684200
29026881,8253784000,211671700
29026882,8256974000,211734900
29026883,8255524000,211660000
29026884,8247884000,211549500
29026885,8254554000,211646300
29026886,8251624000,211566500
29026887,8254474000,211586300
29026888,8252724000,211386100
29026889,8261404000,211455600
29026890,8275604000,211578100
29026891,8278354000,211448500
29026892,8213379000,209924700
29026893,8228484000,209992900
29026894,8218974000,209436000
29026895,8250964000,210070700
29026896,8230106000,209658400
29026897,8214284000,209023100
29026898,8213624000,209070800
29026899,8229506000,209637300
29026900,8245774000,210073200
29026901,8265774000,210637400
29026902,8269614000,210638800
29026903,8267084000,210518900
29026904,8263584000,210607100
29026905,8263474000,210615200
29026906,8245513000,209948500
29026907,8235274000,210044600
29026908,8214984000,209485600
29026909,8215494000,209751300
29026910,8214394000,209953300
29026911,8183744000,209251600
29026912,8184384000,209219300
29026913,8160444000,208614900
29026914,8146794000,208192400
29026915,8157208000,208561400
29026916,8146214000,208162300
29026917,8153304000,208469400
29026918,8157354000,208664400
29026919,8148974000,208506900
29026920,8145664000,208458400
29026921,8110084000,207412500
29026922,8097104000,206907500
29026923,8054014000,205474600
29026924,8071374000,205665100
29026925,8050544000,204517900
29026926,8072184000,205285300
29026927,8065704000,205444400
29026928,8074264000,205930700
29026929,8054824000,205557100
29026930,8039034000,205160800
29026931,8037464000,204885500
29026932,8027974000,204490700
29026933,8025664000,204620800
29026934,8012384000,204532400
29026935,8004044000,204417200
29026936,7983404000,203780600
29026937,7961794000,203005300
29026938,7936694000,201134400
29026939,7967784000,201670400
29026940,7949864000,201466300
29026941,7980044000,202047000
29026942,7972254000,201477900
29026943,7990934000,202255600
29026944,8026584000,203408200
29026945,8040656000,203538100
29026946,8035374000,203232000
29026947,8012284000,202917300
29026948,8019694000,203038600
29026949,7983564000,202253200
29026950,8009534000,202246300
29026951,8008304000,202533100
29026952,8003874000,202474700
29026953,7968474000,201622300
29026954,7974017000,201526500
29026955,7963094000,200913000
29026956,7976904000,201012400
29026957,8002074000,201924900
29026958,8023974000,202603600
29026959,7996344000,201781900
29026960,7988284000,201229100
29026961,7985185000,201123500
29026962,7997754000,201430300
29026963,7982644000,201075600
29026964,7965684000,200520700
29026965,7953964000,200466000
29026966,7946974000,200828900
29026967,7970824000,201427200
29026968,7975474000,201344000
29026969,7963164000,201016800
29026970,7942174000,200271900
29026971,7950464000,200256200
29026972,7937424000,200043800
29026973,7949214000,200519900
29026974,7939464000,200373300
29026975,7936504000,200385500
29026976,7944384000,200925400
29026977,7942024000,200969900
29026978,7947474000,201039900
29026979,7982494000,201948700
29026980,7967824000,201443500
29026981,7997695000,202315500
29026982,7996644000,202339500
29026983,7989284000,202145100
29026984,7978394000,201914100
29026985,7986524000,202450000
29026986,7995504000,202584000
29026987,8007254000,203236500
29026988,8003174000,202909800
29026989,8014604000,203176500
29026990,7998974000,202735800
29026991,7991374000,202098300
29026992,8001154000,202344200
29026993,8013274000,202711900
29026994,8018974000,202835000
29026995,8027354000,202801400
29026996,8024974000,202717800
29026997,8015594000,202356600
29026998,8004854000,201880500
29026999,7997764000,201684200
29027000,7997014000,201722500
29027001,7994542000,201553100
29027002,7998554000,201659600
29027003,8011774000,201747100
29027004,8030974000,202255600
29027005,8036384000,202571900
29027006,8033384000,202511100
29027007,8017064000,201928900
29027008,8022714000,202214200
29027009,8023224000,201937700
29027010,8036474000,202322200
29027011,8047074000,202573800
29027012,8053624000,203025100
29027013,8073114000,203664100
29027014,8086604000,203773300
29027015,8083834000,203699000
29027016,8084014000,203621000
29027017,8101574000,204301400
29027018,8090174000,204096500
29027019,8074564000,203634100
29027020,8059814000,203480300
29027021,8050264000,203296000
29027022,8041374000,203124700
29027023,8033974000,202900400
29027024,8025674000,202770500
29027025,8035324000,203045900
29027026,8043864000,203118400
29027027,8049494000,203376400
29027028,8058394000,203716000
29027029,8047634000,203455500
29027030,8038344000,203144000
29027031,8036954000,203169400
29027032,8028974000,203045200
29027033,8022444000,202785700
29027034,8033184000,203116300
29027035,8026794000,202924800
29027036,8002584000,202290600
29027037,8011384000,202435700
29027038,8010774000,202483800
29027039,7999934000,201912200
29027040,8014734000,202172000
29027041,8018784000,202480700
29027042,7998374000,202012700
29027043,7990595000,201843700
29027044,7994574000,201879800
29027045,7984604000,201409500
29027046,7975744000,201333300
29027047,7963244000,200737200
29027048,7963104000,200284700
29027049,7971524000,200893500
29027050,7986984000,201141400
29027051,7988154000,201118700
29027052,7977984000,200959300
29027053,7984124000,201082800
29027054,7996984000,201653300
29027055,7981864000,201069900
29027056,7966404000,200676000
29027057,7967614000,200820700
29027058,7954914000,200533500
29027059,7963594000,200929000
29027060,7964954000,201103400
29027061,7951984000,200734900
29027062,7942984000,200518600
29027066,7949374000,200968900
29027067,7940374000,201219100
29027068,7961114000,201586000
29027069,7955534000,201285400
29027070,7957184000,201387200
29027071,7973254000,201687100
29027072,7954782000,201442600
29027073,7959474000,201815800
29027074,7964974000,202047000
29027075,7950984000,201783800
29027076,7944494000,201961100
29027077,7932864000,201805800
29027078,7930184000,201843700
29027079,7920514000,201626800
29027080,7925954000,201484000
29027081,7932324000,201834200
29027082,7942864000,202033300
29027083,7943394000,202171900
29027084,7930474000,201499300
29027085,7940974000,201628000
29027086,7934074000,201445200
29027087,7934234000,201280100
29027088,7920864000,200871300
29027089,7920774000,201141200
29027090,7907334000,201150500
29027091,7906724000,200980900
29027092,7900634000,200725200
29027093,7916934000,200957600
29027094,7915374000,201042600
29027095,7914744000,201121500
29027096,7930694000,201317900
29027097,7922974000,200959800
29027098,7909984000,200788100
29027099,7896484000,200590200
29027100,7904954000,200715900
29027101,7892354000,200380100
29027102,7884394000,199670100
29027103,7862974000,198083700
29027104,7852144000,196778400
29027105,7855472000,196858900
29027106,7841224000,195291400
29027107,7843434000,194460400
29027108,7854014000,194799600
29027109,7860874000,195119400
29027110,7867104000,195422600
29027111,7837944000,194553200
29027112,7832614000,194018600
29027113,7838644000,194168600
29027114,7854974000,194536900
29027115,7873034000,195381000
29027116,7886484000,195877100
29027117,7899874000,196299600
29027118,7898414000,196208600
29027119,7894324000,195846700
29027120,7885584000,195530800
29027121,7900054000,195978600
29027122,7923574000,196734800
29027123,7917774000,196564600
29027124,7907244000,196350400
29027125,7898534000,195907000
29027126,7910494000,196316200
29027127,7906984000,195913800
29027128,7900344000,195624400
29027129,7901234000,195491300
29027130,7895064000,195226300
29027131,7886904000,195151400
29027132,7882094000,194477100
29027133,7889044000,194809700
29027134,7871684000,194409600
29027135,7866254000,193875200
29027136,7851904000,193730800
29027137,7853474000,193192100
29027138,7862044000,193097100
29027139,7859944000,192703100
29027140,7848354000,192132000
29027141,7855734000,192598600
29027142,7854344000,192536600
29027143,7863604000,192519300
29027144,7858410000,192630800
29027145,7875334000,192823400
29027146,7850654000,191860400
29027147,7846614000,191710000
29027148,7834884000,191731800
29027149,7845694000,191999100
29027150,7833774000,191699500
29027151,7841174000,191819700
29027152,7834264000,191609200
29027153,7843174000,191786700
29027154,7839864000,191508600
29027155,7826624000,191275700
29027156,7835184000,191397000
29027157,7852184000,191990300
29027158,7849914000,192341800
29027159,7841024000,191882400
29027160,7838724000,192306100
29027161,7843174000,192476200
29027162,7865172000,193157400
29027163,7850645000,192617800
29027164,7857414000,193048600
29027165,7853874000,192695400
29027166,7835002000,192393900
29027167,7818454000,191825300
29027168,7813614000,191456600
29027169,7824914000,191852500
29027170,7836724000,192275900
29027171,7877024000,193344400
29027172,7900814000,193674500
29027173,7859414000,192982400
29027174,7877794000,193249300
29027175,7882609000,193231900
29027176,7867194000,192816500
29027177,7860634000,192394600
29027178,7860414000,192531900
29027179,7844734000,191992600
29027180,7855164000,192133800
29027181,7854914000,191477700
29027182,7849704000,191668200
29027183,7839369000,191455200
29027184,7839474000,191593100
29027185,7833374000,191576600
29027186,7824474000,191338300
29027187,7831004000,191185200
29027188,7830164000,190644000
29027189,7846344000,191276500
